Entity,Code,Year,Coal,Oil,Gas,Nuclear,Hydropower,Wind,Solar,Other renewables
Africa,OWID_AFR,1965,1007.7907,1062.5468,29.819527,0,120.33433,0,0,0
Africa,OWID_AFR,1966,981.51587,1122.2854,32.496517,0,130.86993,0,0,0
Africa,OWID_AFR,1967,977.8654,1090.339,31.305054,0,133.15054,0,0,0
Africa,OWID_AFR,1968,990.8808,1123.7396,30.914164,0,151.7462,0,0,0
Africa,OWID_AFR,1969,973.959,1116.4938,35.17781,0,172.49068,0,0,0
Africa,OWID_AFR,1970,987.13947,1188.3414,42.545372,0,210.01434,0,0,0
Africa,OWID_AFR,1971,1020.7446,1258.5009,49.05084,0,192.57452,0,0,1.3658351
Africa,OWID_AFR,1972,997.4033,1321.6022,64.04452,0,213.68655,0,0,1.3385518
Africa,OWID_AFR,1973,1033.3384,1388.9767,99.94951,0,220.03412,0,0,1.3424973
Africa,OWID_AFR,1974,1046.4235,1402.6305,109.44579,0,243.56995,0,0,1.3444566
Africa,OWID_AFR,1975,1078.3076,1430.9707,128.2225,0,250.45772,0,0,1.2848934
Africa,OWID_AFR,1976,1117.7825,1513.4559,141.6911,0,269.77048,0,0,1.3432814
Africa,OWID_AFR,1977,1111.076,1565.7515,154.18674,0,288.28845,0,0,1.3346174
Africa,OWID_AFR,1978,1049.1813,1604.5228,213.80354,0,282.4449,0,0,1.3380576
Africa,OWID_AFR,1979,1081.3818,1642.0144,317.31274,0,293.51767,0,0,1.3390775
Africa,OWID_AFR,1980,1125.5582,1695.8391,387.0478,0,277.8903,0,0,1.3395015
Africa,OWID_AFR,1981,1278.0199,1784.4226,459.29034,0,280.2578,0,0,1.3693814
Africa,OWID_AFR,1982,1367.3331,1814.8744,481.14453,0,271.95844,0,0,1.4381673
Africa,OWID_AFR,1983,1350.7352,1826.022,513.73737,0,238.02339,0,0,1.3611584
Africa,OWID_AFR,1984,1403.9059,1800.8698,478.28033,20.063595,227.42134,0,0,1.3456665
Africa,OWID_AFR,1985,1407.1171,1794.1669,498.45197,26.391539,245.54153,0,0,1.5026791
Africa,OWID_AFR,1986,1398.878,1702.2001,544.1422,42.473705,246.77196,0,0,3.5770698
Africa,OWID_AFR,1987,1398.3822,1752.0232,545.94257,28.920069,230.04967,0,0,3.4713936
Africa,OWID_AFR,1988,1461.3895,1775.3324,588.46344,47.851402,244.40314,0,0,3.211603
Africa,OWID_AFR,1989,1334.6814,1784.7202,593.32587,49.243584,249.68398,0,0,3.079665
Africa,OWID_AFR,1990,1363.9333,1768.9231,619.50464,36.472088,247.15312,0,0,3.9129844
Africa,OWID_AFR,1991,1291.9917,1728.9961,607.79205,38.437626,254.95396,0,0,3.8860767
Africa,OWID_AFR,1992,1266.2325,1714.0192,621.1071,38.038677,236.96477,0,0,3.9344714
Africa,OWID_AFR,1993,1251.9188,1688.0729,592.62195,28.94257,226.12508,0.007978655,0,4.260775
Africa,OWID_AFR,1994,1252.4054,1699.5679,604.6453,37.715927,224.01657,0.021002993,0,3.7048202
Africa,OWID_AFR,1995,1259.5269,1712.1666,629.7742,42.861652,226.61674,0.023894208,0,4.3882732
Africa,OWID_AFR,1996,1245.0006,1707.3788,644.56885,43.5422,230.36821,0.026254743,0,5.2743063
Africa,OWID_AFR,1997,1245.3201,1717.5065,616.1232,45.618263,230.24435,0.025970705,0,5.6664443
Africa,OWID_AFR,1998,1186.6174,1711.1727,632.33435,47.843323,234.46742,0.02673401,0,6.8233833
Africa,OWID_AFR,1999,1192.9808,1730.0698,622.44214,44.03648,242.47768,0.067922585,0,6.598461
Africa,OWID_AFR,2000,1160.8043,1696.8635,670.68726,43.528954,251.94623,0.58718914,0.04045415,8.562847
Africa,OWID_AFR,2001,1146.3722,1681.2776,745.47565,34.781986,262.5461,1.3485118,0.048845343,8.619785
Africa,OWID_AFR,2002,1070.326,1678.2764,768.17487,37.630127,266.9608,1.3920543,0.05164756,8.276241
Africa,OWID_AFR,2003,1135.94,1674.3392,794.7137,38.53756,251.43011,1.6299994,0.058682203,9.233814
Africa,OWID_AFR,2004,1218.6484,1708.8649,904.27075,39.43956,257.4,2.2671463,0.068623565,10.252705
Africa,OWID_AFR,2005,1102.915,1744.5076,857.67426,32.22175,253.4994,2.2267106,0.07734102,10.181223
Africa,OWID_AFR,2006,1090.6432,1727.8372,873.0009,27.73691,254.66913,2.358736,0.097079776,12.410128
Africa,OWID_AFR,2007,1080.694,1741.9154,908.0276,30.352886,255.34576,2.7258499,0.11835885,10.082975
Africa,OWID_AFR,2008,1160.2664,1767.9442,940.3905,33.71682,251.40367,3.401537,0.16206832,10.202193
Africa,OWID_AFR,2009,1126.054,1790.6519,901.26135,32.183968,250.23091,3.994862,0.2099639,10.923274
Africa,OWID_AFR,2010,1088.9677,1826.8722,915.66595,32.86643,261.64627,5.5511737,0.48864862,11.242188
Africa,OWID_AFR,2011,1044.8219,1780.7833,965.3192,30.393623,260.85803,5.6250634,1.3823417,11.328238
Africa,OWID_AFR,2012,992.7234,1865.5101,1016.8672,29.618324,253.2584,5.7505646,2.1679592,11.927247
Africa,OWID_AFR,2013,977.4307,1902.0165,1010.1544,31.14643,259.04807,7.9395676,1.628853,12.470245
Africa,OWID_AFR,2014,997.496,1895.7823,1011.49567,29.527767,265.8036,10.836707,3.972136,14.808489
Africa,OWID_AFR,2015,921.1038,1902.4878,1072.3889,25.40398,251.1261,18.503292,7.361458,18.509308
Africa,OWID_AFR,2016,952.88544,1851.5546,1079.8971,30.189701,239.75836,22.459803,10.565574,18.283848
Africa,OWID_AFR,2017,930.27673,1832.5007,1135.3761,27.673796,244.76193,26.544632,13.475746,18.367165
Africa,OWID_AFR,2018,890.102,1778.1168,1181.3469,21.91219,254.34451,27.937702,15.7702265,19.54597
Africa,OWID_AFR,2019,919.97064,1755.3926,1170.2444,24.34894,253.26038,35.430443,20.271442,19.267347
Africa,OWID_AFR,2020,869.36914,1554.6781,1117.3268,17.719507,263.7599,34.19601,27.164427,18.10778
Africa,OWID_AFR,2021,852.4808,1651.3627,1249.6302,21.53935,271.10706,40.028595,30.435493,17.834179
Africa,OWID_AFR,2022,796.0153,1707.2634,1213.0599,17.163265,275.1665,42.01448,29.273893,18.308043
Africa,OWID_AFR,2023,797.0702,1672.4451,1210.2653,13.351509,275.46545,46.829056,31.25686,20.55148
Africa,OWID_AFR,2024,789.28107,1680.1315,1175.8989,12.565379,273.98288,46.832558,33.611168,22.277845
Algeria,DZA,1965,65.83385,1245.777,600.88245,0,89.85225,0,0,0
Algeria,DZA,1966,62.814594,1610.2141,613.1222,0,78.324524,0,0,0
Algeria,DZA,1967,46.967583,1471.0984,581.5613,0,88.44972,0,0,0
Algeria,DZA,1968,48.559074,1531.0021,597.6983,0,118.72274,0,0,0
Algeria,DZA,1969,60.41128,1581.0326,768.1596,0,74.412346,0,0,0
Algeria,DZA,1970,70.03115,1766.4082,705.9686,0,116.88505,0,0,0
Algeria,DZA,1971,18.972353,1946.2496,783.71155,0,65.01672,0,0,0
Algeria,DZA,1972,16.122463,2087.8394,889.3089,0,95.306915,0,0,0
Algeria,DZA,1973,18.10895,2227.3381,1209.0586,0,141.4168,0,0,0
Algeria,DZA,1974,14.601373,2414.7632,1366.1406,0,91.22508,0,0,0
Algeria,DZA,1975,17.802607,2591.4724,1817.1262,0,58.111755,0,0,0
Algeria,DZA,1976,33.31125,2847.05,2052.9678,0,65.85071,0,0,0
Algeria,DZA,1977,41.691967,3103.346,2109.8542,0,43.91295,0,0,0
Algeria,DZA,1978,20.593506,3119.2104,3293.187,0,39.666725,0,0,0
Algeria,DZA,1979,46.42546,3621.4375,4519.893,0,44.816143,0,0,0
Algeria,DZA,1980,40.001774,3557.898,5881.4004,0,38.36632,0,0,0
Algeria,DZA,1981,27.228445,3710.7412,7401.2617,0,52.89434,0,0,0
Algeria,DZA,1982,488.67133,3802.9426,8122.403,0,66.95511,0,0,0
Algeria,DZA,1983,421.45633,4129.386,8595.874,0,31.752792,0,0,0
Algeria,DZA,1984,451.59808,4419.055,7298.396,0,59.023945,0,0,0
Algeria,DZA,1985,455.50772,4387.106,6988.536,0,81.534,0,0,0
Algeria,DZA,1986,452.50928,4309.479,7405.3105,0,30.531067,0,0,0
Algeria,DZA,1987,524.8565,4227.1836,7349.012,0,59.125286,0,0,0
Algeria,DZA,1988,479.9698,4113.4175,8052.2593,0,21.084324,0,0,0
Algeria,DZA,1989,395.11343,4198.6997,7379.7734,0,25.360159,0,0,0
Algeria,DZA,1990,302.02658,4406.2275,7688.374,0,14.77785,0,0,0
Algeria,DZA,1991,304.31042,4256.8896,7414.69,0,31.31795,0,0,0
Algeria,DZA,1992,352.89313,4179.4453,7471.2515,0,20.758823,0,0,0
Algeria,DZA,1993,280.54874,4060.3696,6545.5684,0,35.948013,0,0,0
Algeria,DZA,1994,258.56235,3802.8416,6747.4766,0,16.534819,0,0,0
Algeria,DZA,1995,253.26839,3622.8164,7102.911,0,18.83061,0,0,0
Algeria,DZA,1996,116.96878,3390.002,7154.176,0,12.916317,0,0,0
Algeria,DZA,1997,201.30835,3301.0728,6559.9937,0,7.043214,0,0,0
Algeria,DZA,1998,212.05867,3349.248,6677.326,0,19.87155,0,0,0
Algeria,DZA,1999,224.01817,3245.2969,6730.535,0,18.503714,0,0,0
Algeria,DZA,2000,182.51907,3337.2,6180.8696,0,4.853757,0,0,0
Algeria,DZA,2001,207.8693,3407.9524,6297.938,0,6.083635,0,0,0
Algeria,DZA,2002,269.22287,3728.9487,6136.497,0,4.918434,0,0,0
Algeria,DZA,2003,219.03969,3828.1587,6400.2017,0,22.441414,0,0,0
Algeria,DZA,2004,257.70554,3945.8655,6494.34,0,20.847458,0,0,0
Algeria,DZA,2005,208.6492,4053.6511,6752.186,0,45.085335,0,0,0
Algeria,DZA,2006,305.0741,4159.1655,6795.7666,0,17.303911,0,0,0
Algeria,DZA,2007,257.50394,4574.222,6838.5723,0,17.580404,0,0,0
Algeria,DZA,2008,252.86267,4880.262,7009.2812,0,21.446495,0,0,0
Algeria,DZA,2009,159.25922,5075.5757,7385.5835,0,25.292381,0,0,0
Algeria,DZA,2010,99.6263,5018.534,6998.7456,0,12.449371,0,0.65485144,0
Algeria,DZA,2011,86.66552,5208.945,7261.385,0,26.53618,0,1.2719641,0
Algeria,DZA,2012,90.20733,5429.378,7935.4897,0,26.631592,0,1.8295023,0
Algeria,DZA,2013,47.834946,5559.8325,8361.89,0,6.5912366,0,1.904135,0
Algeria,DZA,2014,53.099556,5660.6284,9205.916,0,12.526303,0.064903125,3.8941875,0
Algeria,DZA,2015,38.65088,5900.831,9475.999,0,9.172736,1.2019447,3.6690946,0
Algeria,DZA,2016,13.95006,5619.579,9448.12,0,4.428429,1.171815,15.06896,0
Algeria,DZA,2017,50.772263,5409.352,9465.857,0,3.3581758,1.139381,30.223581,0
Algeria,DZA,2018,136.80733,5359.0337,10212.614,0,6.8473015,0.5852394,35.289936,0
Algeria,DZA,2019,110.94214,5473.005,10406.534,0,8.690184,0.5717226,35.160942,0
Algeria,DZA,2020,34.592587,4811.884,9842.864,0,2.7807293,0.43168578,38.403214,0
Algeria,DZA,2021,69.37296,4941.874,10757.76,0,0.511748,0.57778007,36.53771,0
Algeria,DZA,2022,47.821785,4989.513,11068.961,0,0.8644305,0.8644305,35.063457,0
Algeria,DZA,2023,45.598732,5159.911,11747.848,0,1.5321759,0.8453385,36.138218,0
Algeria,DZA,2024,37.10377,5360.98,10797.467,0,2.6664772,0.8358837,35.734024,0
Angola,AGO,1965,,,,0,,,,
Angola,AGO,1966,,,,0,,,,
Angola,AGO,1967,,,,0,,,,
Angola,AGO,1968,,,,0,,,,
Angola,AGO,1969,,,,0,,,,
Angola,AGO,1970,,,,0,,,,
Angola,AGO,1971,,,,0,,,,
Angola,AGO,1972,,,,0,,,,
Angola,AGO,1973,,,,0,,,,
Angola,AGO,1974,,,,0,,,,
Angola,AGO,1975,,,,0,,,,
Angola,AGO,1976,,,,0,,,,
Angola,AGO,1977,,,,0,,,,
Angola,AGO,1978,,,,0,,,,
Angola,AGO,1979,,,,0,,,,
Angola,AGO,1980,,,,0,,,,
Angola,AGO,1981,,,,0,,,,
Angola,AGO,1982,,,,0,,,,
Angola,AGO,1983,,,,0,,,,
Angola,AGO,1984,,,,0,,,,
Angola,AGO,1985,,,,0,,,,
Angola,AGO,1986,,,,0,,,,
Angola,AGO,1987,,,,0,,,,
Angola,AGO,1988,,,,0,,,,
Angola,AGO,1989,,,,0,,,,
Angola,AGO,1990,,,,0,,,,
Angola,AGO,1991,,,,0,,,,
Angola,AGO,1992,,,,0,,,,
Angola,AGO,1993,,,,0,,,,
Angola,AGO,1994,,,,0,,,,
Angola,AGO,1995,,,,0,,,,
Angola,AGO,1996,,,,0,,,,
Angola,AGO,1997,,,,0,,,,
Angola,AGO,1998,,,,0,,,,
Angola,AGO,1999,,,,0,,,,
Angola,AGO,2000,,,,0,,,,
Angola,AGO,2001,,,,0,,,,
Angola,AGO,2002,,,,0,,,,
Angola,AGO,2003,,,,0,,,,
Angola,AGO,2004,,,,0,,,,
Angola,AGO,2005,,,,0,,,,
Angola,AGO,2006,,,,0,,,,
Angola,AGO,2007,,,,0,,,,
Angola,AGO,2008,,,,0,,,,
Angola,AGO,2009,,,,0,,,,
Angola,AGO,2010,,,,0,,,,
Angola,AGO,2011,,,,0,,,,
Angola,AGO,2012,,,,0,,,,
Angola,AGO,2013,,,,0,,,,
Angola,AGO,2014,,,,0,,,,
Angola,AGO,2015,,,,0,,,,
Angola,AGO,2016,,,,0,,,,
Angola,AGO,2017,,,,0,,,,
Angola,AGO,2018,,,,0,,,,
Angola,AGO,2019,,,,0,,,,
Angola,AGO,2020,,,,0,,,,
Angola,AGO,2021,,,,0,,,,
Angola,AGO,2022,,,,0,,,,
Angola,AGO,2023,,,,0,,,,
Angola,AGO,2024,,,,0,,,,
Argentina,ARG,1965,382.36285,12446.094,1864.726,0,153.89847,0,0,0
Argentina,ARG,1966,310.49478,12642.63,1988.8395,0,153.51581,0,0,0
Argentina,ARG,1967,343.89117,12752.058,2048.3057,0,154.81845,0,0,0
Argentina,ARG,1968,329.10776,12820.293,2246.1458,0,179.70206,0,0,0
Argentina,ARG,1969,388.03354,13102.011,2203.654,0,158.7184,0,0,0
Argentina,ARG,1970,490.93045,11660.593,2451.7837,0,181.14136,0,0,7.360472
Argentina,ARG,1971,423.69016,12223.216,2605.5251,0,177.05481,0,0,7.5996394
Argentina,ARG,1972,351.04602,11977.8545,2877.9207,0,169.37029,0,0,9.640578
Argentina,ARG,1973,379.16315,11866.109,3222.381,0,332.43594,0,0,7.4825115
Argentina,ARG,1974,464.4656,11669.607,3355.0615,113.02534,544.90674,0,0,7.487234
Argentina,ARG,1975,444.8826,10853.634,3382.7256,270.21866,557.6977,0,0,7.728567
Argentina,ARG,1976,442.9823,11043.007,3748.3142,271.83502,530.02563,0,0,7.248532
Argentina,ARG,1977,412.27545,11447.076,3853.3147,170.29637,599.9155,0,0,7.4904866
Argentina,ARG,1978,494.58627,11044.807,3688.2517,296.4911,793.09503,0,0,7.3681936
Argentina,ARG,1979,453.47028,11640.696,3732.1228,271.23965,1073.7657,0,0,10.766636
Argentina,ARG,1980,397.85626,10648.467,4002.958,232.04674,1501.4495,0,0,11.046499
Argentina,ARG,1981,371.01193,9817.028,4117.005,274.81146,1433.079,0,0,9.553531
Argentina,ARG,1982,368.75873,9295.328,4602.891,179.58775,1689.4882,0,0,12.421814
Argentina,ARG,1983,329.34753,9302.624,4870.5513,321.80685,1740.7351,0,0,16.477604
Argentina,ARG,1984,240.6055,8723.251,5102.98,431.6923,1848.9812,0,0,12.032878
Argentina,ARG,1985,349.40167,7976.5537,5132.3496,527.9677,1891.1174,0,0,12.362028
Argentina,ARG,1986,393.0078,8132.195,5460.295,514.861,1895.9297,0,0,12.575288
Argentina,ARG,1987,429.4955,8545.48,5379.682,573.8997,1945.1797,0,0,10.584484
Argentina,ARG,1988,433.35803,8464.472,6187.4194,506.7742,1333.7255,0,0,12.090861
Argentina,ARG,1989,461.80124,7654.5566,6400.771,433.7405,1135.1273,0,0,10.264797
Argentina,ARG,1990,374.47086,7039.2446,6023.9595,617.4459,1502.1188,0,0,12.690632
Argentina,ARG,1991,324.82446,7264.304,6046.245,648.33746,1326.5383,0,0,12.320093
Argentina,ARG,1992,361.14243,7530.6895,6448.018,583.775,1580.0172,0,0,12.055904
Argentina,ARG,1993,236.29121,7283.99,6717.2617,630.33856,1933.1718,0,0,8.783624
Argentina,ARG,1994,204.11426,7624.4995,6813.2754,660.8694,2189.7913,0,0,8.938386
Argentina,ARG,1995,211.41002,7469.5938,7484.392,559.674,2099.267,0,0,10.605225
Argentina,ARG,1996,218.69856,7371.797,8480.74,583.4196,1757.6647,0.75228983,0,19.624474
Argentina,ARG,1997,170.4615,7775.8936,7720.961,615.1668,2157.8103,1.1275612,0,15.53977
Argentina,ARG,1998,226.47131,7948.713,8157.448,569.182,2021.9211,2.48514,0.0012982817,17.77538
Argentina,ARG,1999,268.66568,8060.6455,8552.893,536.46027,1615.3291,2.6257565,0.0019628436,22.251852
Argentina,ARG,2000,201.877,7249.8447,8678.651,461.07214,2132.9524,2.5944548,0.0026871618,32.416264
Argentina,ARG,2001,163.63806,6648.936,8035.9263,518.27496,2685.733,3.6241071,0.0031570795,30.149502
Argentina,ARG,2002,120.598885,6220.0977,7740.753,419.35892,2577.5938,5.2882733,0.0033859937,43.550262
Argentina,ARG,2003,145.5815,6265.6855,8752.03,536.5306,2396.9128,5.5279813,0.004609369,71.618004
Argentina,ARG,2004,245.25557,6724.7183,9482.999,549.3933,2126.8064,5.0579934,0.00488722,69.84187
Argentina,ARG,2005,279.5141,6949.1636,10018.414,471.11987,2345.395,4.916129,0.0055522635,73.03153
Argentina,ARG,2006,250.46167,7239.426,10259.549,521.03186,2565.3591,4.699477,0.0060734195,82.52249
Argentina,ARG,2007,358.8586,7897.6704,10673.575,482.1118,2074.9382,4.0935636,0.007237658,83.62521
Argentina,ARG,2008,433.30704,7868.795,10683.892,482.61337,2036.4336,2.7381864,0.009379434,93.228615
Argentina,ARG,2009,235.49083,7383.9756,10240.052,525.7074,2224.0059,2.3661993,0.004887929,90.9421
Argentina,ARG,2010,326.28983,7889.187,10193.448,454.75018,2104.081,1.5989803,0.005417267,104.24792
Argentina,ARG,2011,350.3095,8104.2715,10505.416,397.3173,1936.1104,1.6507633,0.10019845,104.053955
Argentina,ARG,2012,324.20834,8560.772,10830.728,391.35028,1782.8016,22.609432,0.49960837,107.70312
Argentina,ARG,2013,350.83237,9643.186,10809.075,372.7986,1968.2817,27.228947,0.9053643,112.05529
Argentina,ARG,2014,369.36804,9135.948,10727.711,326.10892,1917.1879,36.63793,0.94295996,107.703224
Argentina,ARG,2015,363.73544,9220.093,10730.399,409.87762,1882.9954,34.54961,0.85498405,106.90788
Argentina,ARG,2016,277.64362,8865.598,10981.701,474.17844,1702.8524,31.3272,0.8168919,83.784996
Argentina,ARG,2017,282.80875,8513.836,10905.674,343.6527,1783.42,34.52146,0.9266995,103.13663
Argentina,ARG,2018,307.00226,7979.7515,10906.343,382.81436,1798.1282,78.698814,6.0235324,99.17895
Argentina,ARG,2019,180.63899,7118.242,10352.529,464.63037,1513.7914,274.96774,44.013733,102.53625
Argentina,ARG,2020,221.6174,6247.538,9721.031,546.96063,1293.2324,514.16547,73.45117,152.09612
Argentina,ARG,2021,310.12344,7517.068,10137.223,552.7973,1068.0128,703.25055,119.72848,155.42615
Argentina,ARG,2022,327.9513,8445.94,10098.193,404.15274,1232.0529,766.46173,159.08643,165.03763
Argentina,ARG,2023,292.1445,8141.5996,9870.248,480.05695,1686.7783,775.4713,175.64099,164.94345
Argentina,ARG,2024,217.79453,7419.271,9983.896,557.7145,1583.5668,862.93713,211.65054,180.15535
Asia,OWID_ASI,1965,1375.2601,1187.5287,49.66568,0.036664907,209.58524,0,0,0.1649921
Asia,OWID_ASI,1966,1419.3395,1330.4526,55.931793,0.8361167,213.38951,0,0,0.19650173
Asia,OWID_ASI,1967,1342.7981,1467.4415,63.536026,0.87963295,194.7369,0,0,0.2721758
Asia,OWID_ASI,1968,1330.9459,1603.7577,73.048706,1.4252226,211.30057,0,0,0.27490824
Asia,OWID_ASI,1969,1465.803,1835.7181,87.976074,2.4066215,214.03036,0,0,0.26673174
Asia,OWID_ASI,1970,1610.246,2081.592,102.16996,7.655313,213.80977,0,0,0.5976849
Asia,OWID_ASI,1971,1690.8524,2229.6465,113.82292,11.46688,228.45274,0,0,0.5679709
Asia,OWID_ASI,1972,1717.102,2394.8462,123.69319,13.166236,230.96756,0,0,0.59152144
Asia,OWID_ASI,1973,1718.113,2636.839,147.82631,14.61242,209.93407,0,0,0.6157534
Asia,OWID_ASI,1974,1721.6556,2551.0952,171.19905,26.155851,233.9319,0,0,0.68733895
Asia,OWID_ASI,1975,1822.2051,2538.8506,192.23412,32.42174,246.8261,0,0,0.7830546
Asia,OWID_ASI,1976,1828.0546,2689.844,209.82277,42.470554,248.88074,0,0,0.6779192
Asia,OWID_ASI,1977,1913.9412,2784.5486,249.54413,38.026806,239.78448,0,0,0.9469412
Asia,OWID_ASI,1978,1969.8081,2870.9868,289.86154,73.22091,247.79817,0,0,1.1943449
Asia,OWID_ASI,1979,2028.065,2885.237,346.55618,88.554634,262.83978,0,0,2.2784898
Asia,OWID_ASI,1980,2105.6877,2661.316,354.2525,102.17005,276.17603,0,0,3.885749
Asia,OWID_ASI,1981,2132.476,2581.2986,356.666,107.65358,288.76273,0,0,6.0063324
Asia,OWID_ASI,1982,2173.1226,2530.8074,373.33746,123.388626,280.31186,0,0,15.73176
Asia,OWID_ASI,1983,2264.4375,2592.9434,393.81262,144.66187,287.34576,0,0,17.861301
Asia,OWID_ASI,1984,2418.97,2596.6147,474.8221,170.61183,282.4137,0,0,19.196642
Asia,OWID_ASI,1985,2750.2976,2821.6826,742.4621,205.70226,328.05386,0,0,20.06207
Asia,OWID_ASI,1986,2806.9348,2825.7485,818.7367,214.47368,324.01862,0,0,20.567518
Asia,OWID_ASI,1987,2944.1833,2898.4885,854.8807,248.80342,328.9622,0,0,20.496773
Asia,OWID_ASI,1988,3079.1353,3035.5076,899.7403,230.14278,370.5129,0,0,21.669128
Asia,OWID_ASI,1989,3142.2817,3106.3801,957.0901,235.60048,371.70456,0,0,22.953562
Asia,OWID_ASI,1990,3141.86,3205.2146,976.092,248.54579,384.43988,0.02884444,0.0034623821,18.393435
Asia,OWID_ASI,1991,3207.6519,3269.6448,1014.7029,260.6484,381.6464,0.10454329,0.003399757,18.436754
Asia,OWID_ASI,1992,3251.3145,3400.3262,1061.5271,263.0307,377.87408,0.18445745,0.012949769,18.364851
Asia,OWID_ASI,1993,3345.6855,3480.7075,1039.5511,286.7127,413.12003,0.25464097,0.023421813,17.892195
Asia,OWID_ASI,1994,3451.7695,3603.6082,1105.8092,301.2953,403.4427,0.46765336,0.029123269,20.885136
Asia,OWID_ASI,1995,3450.8008,3720.0742,1156.9161,327.09323,428.88672,0.88794047,0.039442282,24.719898
Asia,OWID_ASI,1996,3541.9265,3823.9426,1219.4705,340.3251,419.63254,0.7665727,0.056939483,24.740461
Asia,OWID_ASI,1997,3492.7002,3949.0068,1263.3383,356.74408,412.0415,0.92468905,0.08997891,27.510635
Asia,OWID_ASI,1998,3437.2168,3819.2778,1300.3422,365.9178,430.38693,1.1112969,0.1275332,28.904367
Asia,OWID_ASI,1999,3473.121,3878.5417,1384.0853,366.90585,413.412,1.5256466,0.18465294,31.280111
Asia,OWID_ASI,2000,3560.101,3983.4912,1439.9448,372.199,420.07898,1.7664095,0.2819414,33.905464
Asia,OWID_ASI,2001,3677.231,3965.8726,1512.3434,369.92215,444.83057,2.3278902,0.40186036,34.20482
Asia,OWID_ASI,2002,3910.216,4011.6282,1583.5052,371.41403,451.07938,2.4712055,0.54740006,34.895164
Asia,OWID_ASI,2003,4417.974,4121.6406,1668.8652,324.5495,460.37402,3.2133293,0.7351071,35.990753
Asia,OWID_ASI,2004,4911.8623,4330.02,1775.051,365.79895,532.752,5.599034,0.9539439,37.573326
Asia,OWID_ASI,2005,5513.844,4356.5674,1883.8757,374.22568,540.9348,6.9012156,1.1883839,41.585907
Asia,OWID_ASI,2006,5873.157,4421.026,1976.2941,377.4474,585.04974,10.623016,1.4479605,44.20236
Asia,OWID_ASI,2007,6304.3354,4493.7563,2109.3054,355.85144,603.56024,13.868289,1.7063498,48.5902
Asia,OWID_ASI,2008,6404.7476,4492.865,2223.622,338.70993,671.44525,20.794167,2.0292907,54.05625
Asia,OWID_ASI,2009,6546.0386,4461.2046,2258.4397,348.31833,641.1874,31.753052,2.5820122,59.27264
Asia,OWID_ASI,2010,6773.2354,4680.1157,2453.2263,359.67944,724.1122,47.90036,3.5988533,65.40152
Asia,OWID_ASI,2011,7188.581,4750.152,2602.593,293.47308,720.8869,66.52158,6.2892566,69.09713
Asia,OWID_ASI,2012,7267.3257,4901.618,2715.8923,205.94849,802.45276,85.594696,9.291778,73.56647
Asia,OWID_ASI,2013,7329.3887,4940.095,2744.2134,204.42435,850.3906,107.82957,17.07461,80.45953
Asia,OWID_ASI,2014,7359.133,4967.8765,2832.003,216.78105,913.7219,121.08505,34.075985,93.57607
Asia,OWID_ASI,2015,7201.7314,5093.8184,2902.7703,240.63814,936.79266,136.05829,52.005955,102.57007
Asia,OWID_ASI,2016,7043.7075,5230.9,2949.424,264.48627,956.50287,173.29834,77.08401,106.62982
Asia,OWID_ASI,2017,7140.84,5324.085,3063.303,275.17477,966.38104,214.01962,119.45033,120.41201
Asia,OWID_ASI,2018,7293.5635,5378.475,3163.3723,303.39813,975.3265,251.66933,167.77798,146.67238
Asia,OWID_ASI,2019,7403.9185,5385.008,3216.1733,348.86,1029.6027,274.01254,209.41508,162.6477
Asia,OWID_ASI,2020,7341.173,5041.3306,3281.3184,350.70825,1045.3168,304.91068,249.32375,182.05098
Asia,OWID_ASI,2021,7648.6367,5185.2295,3435.359,381.29654,1017.5877,411.70456,307.42426,211.02414
Asia,OWID_ASI,2022,7735.263,5327.9404,3396.2407,397.21606,1037.2727,471.0671,384.59988,231.0014
Asia,OWID_ASI,2023,7966.05,5548.4976,3424.1648,421.17334,967.2339,538.0116,485.6747,245.50296
Asia,OWID_ASI,2024,8090.6865,5566.5737,3533.9756,439.0203,1051.1587,595.99255,636.74097,257.28082
Australia,AUS,1965,17788.082,17611.246,2.5952063,0,1880.737,0,0,81.44413
Australia,AUS,1966,18062.467,18464.336,3.3901274,0,1760.0105,0,0,76.55822
Australia,AUS,1967,18225.275,19845.676,3.3275418,0,1788.8445,0,0,76.73243
Australia,AUS,1968,18428.451,21220.682,25.317938,0,1835.8026,0,0,73.25431
Australia,AUS,1969,18682.41,21385.254,336.24268,0,1965.5963,0,0,71.5529
Australia,AUS,1970,18389.303,23032.453,1373.3951,0,2242.319,0,0,64.73515
Australia,AUS,1971,17892.762,23507.111,1986.979,0,2459.2405,0,0,63.231064
Australia,AUS,1972,18258.732,23377.36,2786.5127,0,2412.0845,0,0,65.76526
Australia,AUS,1973,18713.805,24550.678,3481.7576,0,2524.4556,0,0,78.132576
Australia,AUS,1974,19247.746,25637.61,3914.282,0,2809.0432,0,0,97.71676
Australia,AUS,1975,19615.797,25054.324,4150.714,0,2976.4675,0,0,109.98462
Australia,AUS,1976,20060.975,25331.217,4846.4717,0,2798.957,0,0,107.676094
Australia,AUS,1977,20711.818,26233.004,5475.297,0,2648.7874,0,0,94.38687
Australia,AUS,1978,21010.582,26515.213,5827.577,0,2837.3757,0,0,88.091896
Australia,AUS,1979,21712.03,26554.316,6631.4565,0,2722.926,0,0,89.88145
